Date,Adj Close
2/1/2021,839.809998
2/2/2021,872.789978
2/3/2021,854.690002
2/4/2021,849.98999
2/5/2021,852.22998
2/8/2021,863.419983
2/9/2021,849.460022
2/10/2021,804.820007
2/11/2021,811.659973
2/12/2021,816.119995
2/16/2021,796.219971
2/17/2021,798.150024
2/18/2021,787.380005
2/19/2021,781.299988
2/22/2021,714.5
2/23/2021,698.840027
2/24/2021,742.02002
2/25/2021,682.219971
2/26/2021,675.5
3/1/2021,718.429993
3/2/2021,686.440002
3/3/2021,653.200012
3/4/2021,621.440002
3/5/2021,597.950012
3/8/2021,563
3/9/2021,673.580017
3/10/2021,668.059998
3/11/2021,699.599976
3/12/2021,693.72998
3/15/2021,707.940002
3/16/2021,676.880005
3/17/2021,701.809998
3/18/2021,653.159973
3/19/2021,654.869995
3/22/2021,670
3/23/2021,662.159973
3/24/2021,630.27002
3/25/2021,640.390015
3/26/2021,618.710022
3/29/2021,611.289978
3/30/2021,635.619995
3/31/2021,667.929993
4/1/2021,661.75
4/5/2021,691.049988
4/6/2021,691.619995
4/7/2021,670.969971
4/8/2021,683.799988
4/9/2021,677.02002
4/12/2021,701.97998
4/13/2021,762.320007
4/14/2021,732.22998
4/15/2021,738.849976
4/16/2021,739.780029
4/19/2021,714.630005
4/20/2021,718.98999
4/21/2021,744.119995
4/22/2021,719.690002
4/23/2021,729.400024
4/26/2021,738.200012
4/27/2021,704.73999
4/28/2021,694.400024
4/29/2021,677
4/30/2021,709.440002
5/3/2021,684.900024
5/4/2021,673.599976
5/5/2021,670.940002
5/6/2021,663.539978
5/7/2021,672.369995
5/10/2021,629.039978
5/11/2021,617.200012
5/12/2021,589.890015
5/13/2021,571.690002
5/14/2021,589.73999
5/17/2021,576.830017
5/18/2021,577.869995
5/19/2021,563.460022
5/20/2021,586.780029
5/21/2021,580.880005
5/24/2021,606.440002
5/25/2021,604.690002
5/26/2021,619.130005
5/27/2021,630.849976
5/28/2021,625.219971
6/1/2021,623.900024
6/2/2021,605.119995
6/3/2021,572.840027
6/4/2021,599.049988
6/7/2021,605.130005
6/8/2021,603.590027
6/9/2021,598.780029
6/10/2021,610.119995
6/11/2021,609.890015
6/14/2021,617.690002
6/15/2021,599.359985
6/16/2021,604.869995
6/17/2021,616.599976
6/18/2021,623.309998
6/21/2021,620.830017
6/22/2021,623.710022
6/23/2021,656.570007
6/24/2021,679.820007
6/25/2021,671.869995
6/28/2021,688.719971
6/29/2021,680.76001
6/30/2021,679.700012
7/1/2021,677.919983
7/2/2021,678.900024
7/6/2021,659.580017
7/7/2021,644.650024
7/8/2021,652.809998
7/9/2021,656.950012
7/12/2021,685.700012
7/13/2021,668.539978
7/14/2021,653.380005
7/15/2021,650.599976
7/16/2021,644.219971
7/19/2021,646.219971
7/20/2021,660.5
7/21/2021,655.289978
7/22/2021,649.26001
7/23/2021,643.380005
7/26/2021,657.619995
7/27/2021,644.780029
7/28/2021,646.97998
7/29/2021,677.349976
7/30/2021,687.200012
8/2/2021,709.669983
8/3/2021,709.73999
8/4/2021,710.919983
8/5/2021,714.630005
8/6/2021,699.099976
8/9/2021,713.76001
8/10/2021,709.98999
8/11/2021,707.820007
8/12/2021,722.25
8/13/2021,717.169983
8/16/2021,686.169983
8/17/2021,665.710022
8/18/2021,688.98999
8/19/2021,673.469971
8/20/2021,680.26001
8/23/2021,706.299988
8/24/2021,708.48999
8/25/2021,711.200012
8/26/2021,701.159973
8/27/2021,711.919983
8/30/2021,730.909973
8/31/2021,735.719971
9/1/2021,734.090027
9/2/2021,732.390015
9/3/2021,733.570007
9/7/2021,752.919983
9/8/2021,753.869995
9/9/2021,754.859985
9/10/2021,736.27002
9/13/2021,743
