Date,Adj Close
2/1/2021,3342.879883
2/2/2021,3380
2/3/2021,3312.530029
2/4/2021,3331
2/5/2021,3352.149902
2/8/2021,3322.939941
2/9/2021,3305
2/10/2021,3286.580078
2/11/2021,3262.129883
2/12/2021,3277.709961
2/16/2021,3268.949951
2/17/2021,3308.639893
2/18/2021,3328.22998
2/19/2021,3249.899902
2/22/2021,3180.73999
2/23/2021,3194.5
2/24/2021,3159.530029
2/25/2021,3057.159912
2/26/2021,3092.929932
3/1/2021,3146.139893
3/2/2021,3094.530029
3/3/2021,3005
3/4/2021,2977.570068
3/5/2021,3000.459961
3/8/2021,2951.949951
3/9/2021,3062.850098
3/10/2021,3057.639893
3/11/2021,3113.590088
3/12/2021,3089.48999
3/15/2021,3081.679932
3/16/2021,3091.860107
3/17/2021,3135.72998
3/18/2021,3027.98999
3/19/2021,3074.959961
3/22/2021,3110.870117
3/23/2021,3137.5
3/24/2021,3087.070068
3/25/2021,3046.26001
3/26/2021,3052.030029
3/29/2021,3075.72998
3/30/2021,3055.290039
3/31/2021,3094.080078
4/1/2021,3161
4/5/2021,3226.72998
4/6/2021,3223.820068
4/7/2021,3279.389893
4/8/2021,3299.300049
4/9/2021,3372.199951
4/12/2021,3379.389893
4/13/2021,3400
4/14/2021,3333
4/15/2021,3379.090088
4/16/2021,3399.439941
4/19/2021,3372.01001
4/20/2021,3334.689941
4/21/2021,3362.02002
4/22/2021,3309.040039
4/23/2021,3340.879883
4/26/2021,3409
4/27/2021,3417.429932
4/28/2021,3458.5
4/29/2021,3471.310059
4/30/2021,3467.419922
5/3/2021,3386.48999
5/4/2021,3311.870117
5/5/2021,3270.540039
5/6/2021,3306.370117
5/7/2021,3291.610107
5/10/2021,3190.48999
5/11/2021,3223.909912
5/12/2021,3151.939941
5/13/2021,3161.469971
5/14/2021,3222.899902
5/17/2021,3270.389893
5/18/2021,3232.280029
5/19/2021,3231.800049
5/20/2021,3247.679932
5/21/2021,3203.080078
5/24/2021,3244.98999
5/25/2021,3259.050049
5/26/2021,3265.159912
5/27/2021,3230.110107
5/28/2021,3223.070068
6/1/2021,3218.649902
6/2/2021,3233.98999
6/3/2021,3187.01001
6/4/2021,3206.219971
6/7/2021,3198.01001
6/8/2021,3264.110107
6/9/2021,3281.149902
6/10/2021,3349.649902
6/11/2021,3346.830078
6/14/2021,3383.870117
6/15/2021,3383.129883
6/16/2021,3415.25
6/17/2021,3489.23999
6/18/2021,3486.899902
6/21/2021,3453.959961
6/22/2021,3505.439941
6/23/2021,3503.820068
6/24/2021,3449.080078
6/25/2021,3401.459961
6/28/2021,3443.889893
6/29/2021,3448.139893
6/30/2021,3440.159912
7/1/2021,3432.969971
7/2/2021,3510.97998
7/6/2021,3675.73999
7/7/2021,3696.580078
7/8/2021,3731.409912
7/9/2021,3719.340088
7/12/2021,3718.550049
7/13/2021,3677.360107
7/14/2021,3681.679932
7/15/2021,3631.199951
7/16/2021,3573.629883
7/19/2021,3549.590088
7/20/2021,3573.189941
7/21/2021,3585.199951
7/22/2021,3638.030029
7/23/2021,3656.639893
7/26/2021,3699.820068
7/27/2021,3626.389893
7/28/2021,3630.320068
7/29/2021,3599.919922
7/30/2021,3327.590088
8/2/2021,3331.47998
8/3/2021,3366.23999
8/4/2021,3354.719971
8/5/2021,3375.98999
8/6/2021,3344.939941
8/9/2021,3341.870117
8/10/2021,3320.679932
8/11/2021,3292.110107
8/12/2021,3303.5
8/13/2021,3293.969971
8/16/2021,3298.98999
8/17/2021,3241.959961
8/18/2021,3201.219971
8/19/2021,3187.75
8/20/2021,3199.949951
8/23/2021,3265.870117
8/24/2021,3305.780029
8/25/2021,3299.179932
8/26/2021,3316
8/27/2021,3349.629883
8/30/2021,3421.570068
8/31/2021,3470.790039
9/1/2021,3479
9/2/2021,3463.120117
9/3/2021,3478.050049
9/7/2021,3509.290039
9/8/2021,3525.5
9/9/2021,3484.159912
9/10/2021,3469.149902
9/13/2021,3457.169922
9/14/2021,3450
9/15/2021,3475.790039
9/16/2021,3488.23999
9/17/2021,3462.52002
9/20/2021,3355.72998
9/21/2021,3343.629883
9/22/2021,3380.050049
9/23/2021,3416
9/24/2021,3425.52002
9/27/2021,3405.800049
9/28/2021,3315.959961
9/29/2021,3301.120117
