Date,Adj Close
2/1/2021,1901.349976
2/2/2021,1927.51001
2/3/2021,2070.070068
2/4/2021,2062.370117
2/5/2021,2098
2/8/2021,2092.909912
2/9/2021,2083.51001
2/10/2021,2095.379883
2/11/2021,2095.889893
2/12/2021,2104.110107
2/16/2021,2121.899902
2/17/2021,2128.310059
2/18/2021,2117.199951
2/19/2021,2101.139893
2/22/2021,2064.879883
2/23/2021,2070.860107
2/24/2021,2095.169922
2/25/2021,2031.359985
2/26/2021,2036.859985
3/1/2021,2081.51001
3/2/2021,2075.840088
3/3/2021,2026.709961
3/4/2021,2049.090088
3/5/2021,2108.540039
3/8/2021,2024.170044
3/9/2021,2052.699951
3/10/2021,2055.030029
3/11/2021,2114.77002
3/12/2021,2061.919922
3/15/2021,2066.48999
3/16/2021,2092.52002
3/17/2021,2091.080078
3/18/2021,2036.219971
3/19/2021,2043.199951
3/22/2021,2038.589966
3/23/2021,2052.959961
3/24/2021,2045.060059
3/25/2021,2044.359985
3/26/2021,2035.550049
3/29/2021,2055.949951
3/30/2021,2055.540039
3/31/2021,2068.629883
4/1/2021,2137.75
4/5/2021,2225.550049
4/6/2021,2224.75
4/7/2021,2249.679932
4/8/2021,2265.439941
4/9/2021,2285.879883
4/12/2021,2254.790039
4/13/2021,2267.27002
4/14/2021,2254.840088
4/15/2021,2296.659912
4/16/2021,2297.76001
4/19/2021,2302.399902
4/20/2021,2293.629883
4/21/2021,2293.290039
4/22/2021,2267.919922
4/23/2021,2315.300049
4/26/2021,2326.73999
4/27/2021,2307.120117
4/28/2021,2379.909912
4/29/2021,2429.889893
4/30/2021,2410.120117
5/3/2021,2395.169922
5/4/2021,2354.25
5/5/2021,2356.73999
5/6/2021,2381.350098
5/7/2021,2398.689941
5/10/2021,2341.659912
5/11/2021,2308.76001
5/12/2021,2239.080078
5/13/2021,2261.969971
5/14/2021,2316.159912
5/17/2021,2321.409912
5/18/2021,2303.429932
5/19/2021,2308.709961
5/20/2021,2356.090088
5/21/2021,2345.100098
5/24/2021,2406.669922
5/25/2021,2409.070068
5/26/2021,2433.530029
5/27/2021,2402.51001
5/28/2021,2411.560059
6/1/2021,2429.810059
6/2/2021,2421.280029
6/3/2021,2404.610107
6/4/2021,2451.76001
6/7/2021,2466.090088
6/8/2021,2482.850098
6/9/2021,2491.399902
6/10/2021,2521.600098
6/11/2021,2513.929932
6/14/2021,2527.040039
6/15/2021,2520.659912
6/16/2021,2513.929932
6/17/2021,2527.419922
6/18/2021,2511.350098
6/21/2021,2529.100098
6/22/2021,2539.98999
6/23/2021,2529.22998
6/24/2021,2545.639893
6/25/2021,2539.899902
6/28/2021,2536.389893
6/29/2021,2520.370117
6/30/2021,2506.320068
7/1/2021,2527.370117
7/2/2021,2574.379883
7/6/2021,2595.419922
7/7/2021,2601.550049
7/8/2021,2583.540039
7/9/2021,2591.48999
7/12/2021,2611.280029
7/13/2021,2619.889893
7/14/2021,2641.649902
7/15/2021,2625.330078
7/16/2021,2636.909912
7/19/2021,2585.080078
7/20/2021,2622.030029
7/21/2021,2652.01001
