Date,Adj Close
2/1/2021,133.31813
2/2/2021,134.162918
2/3/2021,133.119339
2/4/2021,136.548203
2/5/2021,136.125168
2/8/2021,136.27449
2/9/2021,135.378647
2/10/2021,134.761536
2/11/2021,134.502747
2/12/2021,134.741623
2/16/2021,132.571747
2/17/2021,130.232651
2/18/2021,129.10791
2/19/2021,129.267151
2/22/2021,125.415123
2/23/2021,125.275772
2/24/2021,124.768143
2/25/2021,120.428375
2/26/2021,120.697128
3/1/2021,127.196815
3/2/2021,124.539215
3/3/2021,121.493416
3/4/2021,119.572365
3/5/2021,120.856384
3/8/2021,115.81987
3/9/2021,120.527916
3/10/2021,119.423073
3/11/2021,121.393883
3/12/2021,120.468185
3/15/2021,123.414452
3/16/2021,124.987122
3/17/2021,124.180885
3/18/2021,119.970512
3/19/2021,119.433022
3/22/2021,122.817245
3/23/2021,121.971184
3/24/2021,119.532555
3/25/2021,120.030228
3/26/2021,120.647354
3/29/2021,120.826523
3/30/2021,119.343437
3/31/2021,121.583
4/1/2021,122.429047
4/5/2021,125.315598
4/6/2021,125.624153
4/7/2021,127.306313
4/8/2021,129.754883
4/9/2021,132.382614
4/12/2021,130.630814
4/13/2021,133.806
4/14/2021,131.41713
4/15/2021,133.875671
4/16/2021,133.537262
4/19/2021,134.214096
4/20/2021,132.492126
4/21/2021,132.88031
4/22/2021,131.32756
4/23/2021,133.696503
4/26/2021,134.09465
4/27/2021,133.76619
4/28/2021,132.959946
4/29/2021,132.860397
4/30/2021,130.849792
5/3/2021,131.924744
5/4/2021,127.256538
5/5/2021,127.505386
5/6/2021,129.137772
5/7/2021,129.825729
5/10/2021,126.475647
5/11/2021,125.538422
5/12/2021,122.407684
5/13/2021,124.601196
5/14/2021,127.073868
5/17/2021,125.897346
5/18/2021,124.481544
5/19/2021,124.322021
5/20/2021,126.934288
5/21/2021,125.059837
5/24/2021,126.724907
5/25/2021,126.525497
5/26/2021,126.475647
5/27/2021,124.910278
5/28/2021,124.242256
6/1/2021,123.913231
6/2/2021,124.690926
6/3/2021,123.175415
6/4/2021,125.518478
6/7/2021,125.52845
6/8/2021,126.365967
6/9/2021,126.754814
6/10/2021,125.737831
6/11/2021,126.974167
6/14/2021,130.094925
6/15/2021,129.257401
6/16/2021,129.7659
6/17/2021,131.401062
6/18/2021,130.074997
6/21/2021,131.909561
6/22/2021,133.584595
6/23/2021,133.305435
6/24/2021,133.016281
6/25/2021,132.717178
6/28/2021,134.382233
6/29/2021,135.927658
6/30/2021,136.555817
7/1/2021,136.864899
7/2/2021,139.546967
7/6/2021,141.600876
7/7/2021,144.143356
7/8/2021,142.817276
7/9/2021,144.681763
7/12/2021,144.073547
7/13/2021,145.21019
7/14/2021,148.709824
7/15/2021,148.041809
7/16/2021,145.957977
7/19/2021,142.029602
7/20/2021,145.718689
7/21/2021,144.970886
7/22/2021,146.36676
7/23/2021,148.121567
7/26/2021,148.550308
7/27/2021,146.336853
7/28/2021,144.552124
7/29/2021,145.21019
7/30/2021,145.429535
8/2/2021,145.090561
8/3/2021,146.92511
8/4/2021,146.516327
8/5/2021,146.626007
8/6/2021,145.927017
8/9/2021,145.87709
8/10/2021,145.387817
8/11/2021,145.64743
8/12/2021,148.673019
8/13/2021,148.882721
8/16/2021,150.899765
8/17/2021,149.97113
8/18/2021,146.146698
8/19/2021,146.486206
8/20/2021,147.974045
8/23/2021,149.491837
8/24/2021,149.401947
8/25/2021,148.143784
8/26/2021,147.324982
8/27/2021,148.383453
8/30/2021,152.896851
8/31/2021,151.608734
9/1/2021,152.287735
9/2/2021,153.426071
9/3/2021,154.075134
9/7/2021,156.461655
9/8/2021,154.883957
9/9/2021,153.845474
9/10/2021,148.752899
9/13/2021,149.332062
9/14/2021,147.904129
9/15/2021,148.812805
9/16/2021,148.573151
9/17/2021,145.847137
9/20/2021,142.731689
9/21/2021,143.220963
9/22/2021,145.637451
9/23/2021,146.616028
9/24/2021,146.705887
9/27/2021,145.158142
9/28/2021,141.703186
9/29/2021,142.621857
9/30/2021,141.293793
10/1/2021,142.442108
10/4/2021,138.937225
10/5/2021,140.904358
10/6/2021,141.79306
10/7/2021,143.081177
10/8/2021,142.691742
10/11/2021,142.601883
10/12/2021,141.303772
10/13/2021,140.704651
10/14/2021,143.550491
10/15/2021,144.628922
10/18/2021,146.336426
10/19/2021,148.543198
10/20/2021,149.04248
10/21/2021,149.262146
10/22/2021,148.473312
10/25/2021,148.423386
10/26/2021,149.102402
10/27/2021,148.633087
10/28/2021,152.347656
10/29/2021,149.581696
11/1/2021,148.74292
11/2/2021,149.801376
11/3/2021,151.269241
11/4/2021,150.740005
11/5/2021,151.279999
11/8/2021,150.440002
11/9/2021,150.809998
11/10/2021,147.919998
11/11/2021,147.869995
11/12/2021,149.990005
11/15/2021,150
11/16/2021,151
11/17/2021,153.490005
11/18/2021,157.869995
11/19/2021,160.550003
11/22/2021,161.020004
11/23/2021,161.410004
11/24/2021,161.940002
11/26/2021,156.809998
11/29/2021,160.240005
11/30/2021,165.300003
12/1/2021,164.770004
12/2/2021,163.759995
12/3/2021,161.839996
12/6/2021,165.320007
12/7/2021,171.179993
12/8/2021,175.080002
12/9/2021,174.559998
12/10/2021,179.449997
12/13/2021,175.740005
12/14/2021,174.330002
12/15/2021,179.300003
12/16/2021,172.259995
12/17/2021,171.139999
12/20/2021,169.75
12/21/2021,172.990005
12/22/2021,175.639999
12/23/2021,176.279999
12/27/2021,180.330002
12/28/2021,179.289993
12/29/2021,179.380005
12/30/2021,178.199997
12/31/2021,177.570007
1/3/2022,182.009995
1/4/2022,179.699997
1/5/2022,174.919998
1/6/2022,172
1/7/2022,172.169998
1/10/2022,172.190002
1/11/2022,175.080002
1/12/2022,175.529999
1/13/2022,172.190002
1/14/2022,173.070007
1/18/2022,169.800003
1/19/2022,166.229996
1/20/2022,164.509995
1/21/2022,162.410004
1/24/2022,161.619995
1/25/2022,159.779999
1/26/2022,159.690002
1/27/2022,159.220001
1/28/2022,170.330002
